Medicine_Name,Current_Stock,Days_Until_Expiry,Average_Daily_Usage
Morphine,53,127,0.4
Levothyroxine,49,315,0.14
Hydrochlorothiazide,201,107,1.91
Salmeterol,279,84,2.8
Phenytoin,70,312,0.27
Lumefantrine,402,136,3.54
Valproate,165,284,0.51
Cetirizine,41,322,0.1
Nitrofurantoin,233,162,1.61
Isoniazid,98,346,0.23
Insulin,111,67,1.68
Clotrimazole,12,113,0.12
Lumefantrine,31,282,0.09
Tinidazole,429,265,1.52
Quetiapine,380,163,1.87
Beclomethasone,104,141,0.79
Ethambutol,307,168,2.07
Ethambutol,236,128,1.94
Amoxicillin,442,355,1.22
Salmeterol,71,343,0.18
Risperidone,305,235,1.3
Gabapentin,105,210,0.55
Lisinopril,255,229,1.15
Cetirizine,167,169,0.86
Gabapentin,290,303,0.88
Amoxicillin,214,249,0.88
Risperidone,262,97,2.6
Clopidogrel,77,255,0.31
Cyclizine,189,77,2.78
Theophylline,264,286,0.83
Atorvastatin,171,257,0.59
Lumefantrine,422,146,2.75
Fentanyl,275,260,1.07
Rifampicin,322,304,0.98
Meropenem,238,135,1.79
Metformin,282,138,2.41
Phenytoin,126,132,0.83
Ketoconazole,354,27,12.55
Omeprazole,441,269,1.47
Isoniazid,404,139,2.98
Vitamin D,136,108,1.23
Sertraline,92,192,0.53
Amoxicillin,231,296,0.87
Tamsulosin,248,135,1.95
Omeprazole,158,154,1.16
Amlodipine,77,282,0.22
Montelukast,425,254,1.35
Ceftriaxone,319,65,4.98
Mebendazole,29,214,0.12
Zinc Acetate,306,13,26.12
Ranitidine,195,185,1.2
Paracetamol,66,193,0.34
Naloxone,18,79,0.24
Meropenem,413,86,5.22
Escitalopram,172,339,0.5
Acyclovir,242,135,1.61
Ivermectin,44,46,1.14
Mebendazole,415,182,2.62
Lisinopril,30,14,2.42
Calcium Carbonate,110,18,6.81
Artemether,472,216,1.92
Simvastatin,277,105,2.59
Risperidone,160,70,1.88
Acyclovir,305,54,4.73
Rifampicin,396,327,1.04
Tazobactam,316,80,3.54
Clopidogrel,370,300,1.02
Furosemide,221,256,1.0
Gabapentin,150,171,0.96
Ofloxacin,45,324,0.16
Domperidone,365,186,1.61
Metformin,230,144,1.49
Doxycycline,443,202,1.82
Ibuprofen,93,146,0.6
Levothyroxine,299,282,0.87
Clotrimazole,297,223,1.2
Fentanyl,247,255,1.16
Ketoconazole,232,342,0.57
Codeine,115,353,0.35
Formoterol,191,38,4.26
Furosemide,360,334,0.9
Levothyroxine,209,86,2.37
Erythromycin,275,227,1.29
Ofloxacin,107,156,0.56
Oseltamivir,338,110,3.43
Pseudoephedrine,379,72,5.76
Ranitidine,214,12,18.73
Domperidone,3,319,0.01
Oseltamivir,202,259,0.64
Paracetamol,461,271,1.97
Omeprazole,309,281,1.09
Carbamazepine,318,223,1.59
Salbutamol,307,129,2.5
Quetiapine,154,312,0.53
Losartan,20,168,0.12
Haloperidol,463,291,1.4
Beclomethasone,418,281,1.45
Clozapine,421,228,1.68
Sertraline,82,225,0.34
Erythromycin,217,73,2.45
Amoxicillin,164,275,0.69
Amoxicillin,96,112,0.69
Montelukast,302,256,0.99
Budesonide,335,354,1.11
Risperidone,185,357,0.46
Cefixime,230,41,4.58
Rifampicin,177,89,2.38
Chloroquine,469,313,1.55
Amlodipine,191,26,7.15
Naloxone,347,30,12.81
Carbamazepine,12,156,0.07
Pseudoephedrine,480,274,1.5
Erythromycin,431,208,2.09
Tinidazole,330,363,0.82
Furosemide,101,205,0.46
Hydroxychloroquine,367,44,8.15
Ketoconazole,262,134,2.0
Azithromycin,116,73,1.79
Amoxicillin,22,215,0.11
Rifampicin,86,295,0.3
Noradrenaline,333,337,0.92
Theophylline,428,122,3.51
Clotrimazole,230,16,16.29
Simvastatin,149,181,0.81
Dexamethasone,315,221,1.21
Ofloxacin,96,354,0.31
Salmeterol,237,353,0.6
Naproxen,281,61,4.54
Tinidazole,454,324,1.43
Prednisone,384,124,2.8
Domperidone,38,40,1.02
Lisinopril,476,223,1.75
Clozapine,372,232,1.88
Norfloxacin,46,308,0.15
Mebendazole,333,66,4.5
Budesonide,392,16,22.24
Nitrofurantoin,82,228,0.3
Levothyroxine,490,105,3.96
Adrenaline,177,172,1.08
Ibuprofen,79,23,2.92
Naproxen,478,16,35.37
Pyrazinamide,260,245,0.98
Amlodipine,123,108,1.2
Levothyroxine,230,251,0.77
Furosemide,263,320,0.94
Fentanyl,344,19,16.01
Ondansetron,471,332,1.5
Lisinopril,436,66,5.94
Formoterol,35,31,1.08
Dopamine,140,318,0.36
Rifampicin,229,296,0.92
Ofloxacin,463,21,22.24
Erythromycin,162,98,1.88
Norfloxacin,231,58,4.02
Meropenem,333,83,4.06
Fentanyl,249,246,1.21
Omeprazole,75,84,0.85
Cetirizine,460,19,28.92
Risperidone,82,220,0.41
Ceftriaxone,180,326,0.46
Artemether,159,135,1.25
Clozapine,299,194,1.26
Insulin,232,280,0.84
Salbutamol,122,334,0.34
Amlodipine,463,196,2.53
Clopidogrel,228,180,1.4
Loratadine,36,50,0.82
Gabapentin,15,86,0.18
Vitamin D,123,174,0.59
Escitalopram,261,65,4.21
Lisinopril,377,118,2.59
Calcium Carbonate,226,243,1.0
Omeprazole,134,288,0.51
Noradrenaline,238,305,0.67
Ondansetron,175,305,0.5
Tazobactam,356,48,7.26
Furosemide,184,230,0.92
Lorazepam,484,327,1.26
Tamsulosin,342,147,2.61
Norfloxacin,49,207,0.24
Loratadine,214,284,0.86
Pyrazinamide,89,339,0.29
Escitalopram,187,35,6.05
Vitamin D,18,28,0.77
Phenytoin,432,238,2.0
Isoniazid,47,363,0.12
Adrenaline,216,327,0.7
Vancomycin,463,206,2.31
Pantoprazole,87,185,0.56
Lithium,377,47,9.26
Formoterol,400,254,1.55
Phenytoin,120,93,1.26
Hydroxychloroquine,85,327,0.3
Midazolam,236,28,8.34
Midazolam,252,126,2.07
Tazobactam,45,300,0.16
Dopamine,310,335,1.01
Ranitidine,65,308,0.24
Cyclizine,491,62,7.33
Vancomycin,156,132,1.07
Vancomycin,42,278,0.17
Furosemide,287,181,1.67
Formoterol,475,325,1.48
Quetiapine,490,190,2.56
Simvastatin,238,121,2.13
Ceftriaxone,188,72,2.52
Metronidazole,57,202,0.29
Montelukast,128,328,0.35
Rifampicin,364,244,1.24
Oseltamivir,107,63,1.71
Tramadol,481,328,1.22
Lorazepam,249,272,1.06
Morphine,243,71,4.09
Tinidazole,375,178,1.75
Clozapine,497,313,1.55
Lithium,327,51,5.74
Losartan,460,252,1.55
Tamsulosin,291,154,1.67
Paracetamol,184,62,3.27
Pseudoephedrine,348,92,3.11
Adrenaline,493,327,1.75
Domperidone,106,253,0.36
Alprazolam,496,136,3.08
Metronidazole,68,152,0.46
Acyclovir,159,226,0.71
Clozapine,240,18,12.29
Tinidazole,408,231,1.79
Carbamazepine,100,227,0.45
Clotrimazole,335,36,8.0
Lorazepam,389,194,2.0
Clopidogrel,100,107,1.08
Ethambutol,190,250,0.61
Norfloxacin,140,363,0.34
Sertraline,212,168,1.12
Doxycycline,282,348,0.8
Spironolactone,474,26,19.23
Oseltamivir,142,71,1.92
Levofloxacin,188,57,2.95
Artemether,314,310,0.87
Naproxen,376,217,2.02
Chloroquine,45,182,0.22
Spironolactone,6,103,0.06
Diclofenac,258,284,0.73
Fentanyl,404,121,3.18
Fluoxetine,264,237,1.12
Montelukast,234,339,0.81
Noradrenaline,328,33,9.72
Clotrimazole,466,73,6.76
Cyclizine,332,107,2.74
Dopamine,413,271,1.3
Ivermectin,409,195,2.22
Artemether,144,319,0.45
Alprazolam,248,80,3.56
Fluoxetine,491,42,9.66
Pyrazinamide,458,324,1.56
Formoterol,388,204,2.08
Carbamazepine,366,277,1.38
Warfarin,248,220,1.33
Cetirizine,180,119,1.73
Diazepam,325,286,1.07
Simvastatin,7,26,0.3
Granisetron,126,159,0.89
Dopamine,236,205,1.23
Ranitidine,99,119,0.69
Budesonide,393,156,2.77
Lisinopril,222,118,1.7
Montelukast,6,81,0.07
Granisetron,410,17,20.69
Granisetron,71,76,0.98
Metformin,261,48,4.54
Codeine,220,332,0.69
Pyrazinamide,257,331,0.7
Isoniazid,447,233,1.81
Phenytoin,380,357,1.26
Fentanyl,148,273,0.57
Ranitidine,9,352,0.02
Carbamazepine,283,204,1.23
Hydrochlorothiazide,171,307,0.57
Oseltamivir,484,195,2.42
Alprazolam,297,188,1.53
Domperidone,78,352,0.18
Betamethasone,42,58,0.78
Artemether,167,104,1.29
Ondansetron,188,305,0.64
Ranitidine,30,60,0.57
Rifampicin,34,237,0.17
Ondansetron,466,117,3.9
Meropenem,452,225,2.26
Loratadine,206,58,3.76
Clozapine,244,354,0.79
Tramadol,43,15,2.58
Montelukast,387,101,4.46
Amoxicillin,315,184,1.61
Pantoprazole,236,34,7.0
Chlorpheniramine,154,174,0.87
Zinc Acetate,382,15,24.95
Gabapentin,108,94,1.05
Ivermectin,121,338,0.43
Ceftriaxone,462,344,1.42
Lorazepam,99,267,0.32
Mebendazole,127,48,2.25
Amoxicillin,363,32,11.54
Diclofenac,137,259,0.48
Valproate,86,273,0.34
Beclomethasone,291,65,4.91
Ibuprofen,120,187,0.57
Isoniazid,472,224,2.24
Tramadol,148,362,0.35
Acyclovir,163,276,0.57
Domperidone,175,128,1.1
Noradrenaline,301,343,0.75
Atorvastatin,49,122,0.37
Noradrenaline,385,88,3.61
Adrenaline,472,314,1.62
Dexamethasone,434,245,1.7
Rifampicin,265,243,1.3
Pantoprazole,327,140,2.71
Valproate,160,120,1.34
Domperidone,418,17,21.93
Phenytoin,121,258,0.51
Lithium,366,251,1.7
Vitamin D,268,57,4.19
Ketoconazole,408,360,1.19
Insulin,46,242,0.21
Clotrimazole,88,288,0.32
Ceftriaxone,53,47,1.11
Piperacillin,498,215,2.59
Chloroquine,13,49,0.24
Ethambutol,449,249,1.8
Losartan,405,215,2.15
Metronidazole,378,45,9.66
Ketoconazole,459,89,5.16
Oseltamivir,194,249,0.93
Cyclizine,450,226,1.93
Montelukast,348,47,8.3
Phenytoin,163,59,3.15
Linezolid,362,208,1.57
Tramadol,79,325,0.29
Hydrochlorothiazide,362,117,3.16
Montelukast,100,152,0.55
Ibuprofen,66,27,2.21
Ranitidine,326,325,1.14
Ketoconazole,247,156,1.71
Midazolam,386,149,2.53
Piperacillin,427,187,2.44
Risperidone,91,39,2.07
Diazepam,40,276,0.13
Vitamin D,262,212,1.42
Amoxicillin,341,353,1.13
Prednisone,305,291,0.88
Pantoprazole,468,309,1.59
Escitalopram,130,309,0.35
Piperacillin,230,308,0.6
Atorvastatin,395,319,1.16
Ranitidine,382,135,2.74
Diazepam,48,202,0.23
Chlorpheniramine,148,78,1.85
Omeprazole,53,112,0.42
Loratadine,147,46,3.53
Codeine,227,254,0.74
Chloroquine,360,263,1.6
Salbutamol,377,171,2.3
Meropenem,351,341,1.01
Tinidazole,43,261,0.18
Zinc Acetate,137,237,0.59
Escitalopram,265,120,2.6
Losartan,383,10,31.54
Granisetron,44,240,0.18
Losartan,303,175,1.99
Clozapine,149,61,2.73
Artemether,369,85,5.1
Calcium Carbonate,11,165,0.07
Lisinopril,190,89,2.23
Levothyroxine,458,276,1.37
Cyclizine,272,81,3.9
Valproate,471,83,5.42
Tinidazole,412,320,1.04
Prednisone,412,150,3.07
Furosemide,433,218,2.32
Simvastatin,247,319,0.86
Pyrazinamide,137,166,0.66
Lorazepam,314,142,2.56
Ofloxacin,210,61,4.11
Haloperidol,115,130,0.81
Lumefantrine,494,19,22.83
Calcium Carbonate,121,242,0.58
Phenylephrine,319,110,2.48
Furosemide,94,255,0.4
Linezolid,221,337,0.78
Salmeterol,405,208,1.63
Morphine,75,201,0.39
Cyclizine,153,240,0.52
Calcium Carbonate,400,278,1.56
Adrenaline,202,148,1.33
Metronidazole,473,352,1.24
Sertraline,415,323,1.35
Phenylephrine,414,224,1.69
Ciprofloxacin,276,102,2.77
Artemether,174,141,1.38
Meropenem,137,194,0.76
Haloperidol,63,67,1.09
Mebendazole,489,39,13.1
Hydrochlorothiazide,36,239,0.14
Naproxen,113,250,0.4
Midazolam,219,42,4.29
Salbutamol,455,251,1.83
Quetiapine,255,163,1.88
Meropenem,301,154,2.04
Doxycycline,119,207,0.58
Chloroquine,210,37,6.34
Furosemide,382,221,1.42
Prednisone,144,50,2.73
Cetirizine,151,171,0.99
Formoterol,158,331,0.4
Theophylline,13,85,0.18
Vitamin D,148,205,0.81
Artemether,224,42,4.75
Pantoprazole,110,38,2.82
Noradrenaline,387,10,32.44
Risperidone,37,24,1.47
Chlorpheniramine,202,307,0.57
Artemether,267,222,1.37
Norfloxacin,342,126,2.51
Quetiapine,307,321,0.8
Noradrenaline,272,60,4.82
Ciprofloxacin,416,238,1.6
Loratadine,427,227,1.55
Lumefantrine,25,312,0.09
Salbutamol,76,119,0.64
Diazepam,175,141,1.42
Insulin,221,126,1.49
Salbutamol,459,65,5.86
Rifampicin,38,113,0.33
Alprazolam,222,76,3.4
Beclomethasone,39,146,0.3
Loratadine,69,281,0.26
Theophylline,488,325,1.66
Mebendazole,479,13,33.06
Calcium Carbonate,264,187,1.16
Acyclovir,28,206,0.12
Noradrenaline,460,254,2.13
Clozapine,440,79,5.91
Chlorpheniramine,314,195,1.65
Valproate,8,210,0.04
Omeprazole,48,140,0.41
Valproate,254,79,3.11
Nitrofurantoin,286,120,2.42
Ofloxacin,85,68,1.01
Ethambutol,36,303,0.14
Cyclizine,366,191,1.64
Cefixime,449,332,1.53
Ondansetron,292,198,1.34
Beclomethasone,298,319,0.96
Spironolactone,82,96,0.81
Tazobactam,85,91,0.88
Valproate,414,15,25.7
Levothyroxine,263,38,6.13
Haloperidol,172,70,2.0
Mebendazole,188,208,1.07
Furosemide,368,298,1.33
Insulin,115,52,2.47
Azithromycin,257,283,0.89
Clopidogrel,341,32,8.7
Hydrochlorothiazide,325,33,10.03
Montelukast,228,227,1.17
Lorazepam,287,324,0.72
Prednisone,69,254,0.29
Haloperidol,432,220,2.21
Ibuprofen,369,66,5.77
Artemether,100,263,0.38
Loratadine,402,50,7.26
Norfloxacin,234,38,7.27
Cetirizine,311,150,2.47
Theophylline,371,194,1.55
Risperidone,242,71,2.79
Pantoprazole,65,162,0.48
Rifampicin,237,118,1.74
Zinc Acetate,328,283,1.18
Diazepam,256,192,1.15
Ondansetron,236,322,0.63
Ondansetron,372,204,1.62
Hydroxychloroquine,459,264,1.45
Oseltamivir,282,358,0.87
Nitrofurantoin,238,241,0.99
Quetiapine,395,279,1.53
Metformin,348,201,2.03
Nitrofurantoin,48,156,0.32
Omeprazole,96,61,1.3
Isoniazid,211,189,0.98
Mebendazole,198,219,0.97
Naproxen,75,223,0.34
Clozapine,160,172,0.92
Pantoprazole,468,72,5.84
Calcium Carbonate,227,239,0.76
Calcium Carbonate,328,178,2.19
Azithromycin,212,37,5.71
Omeprazole,45,205,0.26
Dopamine,474,69,5.53
Amoxicillin,174,167,1.18
Tamsulosin,390,325,1.16
Cefixime,91,244,0.43
Lithium,236,14,15.93
Azithromycin,383,74,5.85
Codeine,165,59,2.91
Mebendazole,216,34,5.38
Hydroxychloroquine,452,152,2.77
Paracetamol,337,62,4.71
Phenylephrine,433,200,2.16
Amoxicillin,285,40,7.46
Levofloxacin,172,294,0.65
Haloperidol,75,105,0.59
Omeprazole,211,74,2.71
Cetirizine,326,272,1.06
Risperidone,90,295,0.26
Tazobactam,153,349,0.51
Beclomethasone,16,174,0.09
Amlodipine,404,80,4.42
Formoterol,427,235,1.56
Gabapentin,422,334,1.43
Mebendazole,140,51,3.18
Naproxen,202,310,0.54
Hydroxychloroquine,431,272,1.68
Noradrenaline,325,13,23.2
Diazepam,445,51,10.38
Diclofenac,99,239,0.39
Escitalopram,317,176,1.95
Metformin,90,318,0.25
Amlodipine,454,250,2.16
Artemether,320,151,2.2
Formoterol,94,199,0.41
Clotrimazole,149,191,0.85
Oseltamivir,353,200,1.62
Isoniazid,281,134,2.29
Losartan,494,315,1.36
Dexamethasone,316,114,2.96
Betamethasone,149,160,0.83
Erythromycin,237,174,1.5
Omeprazole,309,112,2.81
Clozapine,444,257,1.45
Simvastatin,148,262,0.62
Salbutamol,23,286,0.08
Meropenem,173,321,0.52
Ondansetron,252,102,2.9
Doxycycline,390,38,10.59
Cetirizine,424,33,11.89
Fluoxetine,270,257,1.1
Levothyroxine,193,173,1.2
Domperidone,110,100,1.02
Clotrimazole,233,303,0.9
Lumefantrine,439,178,2.82
Simvastatin,155,223,0.83
Cetirizine,410,308,1.19
Cyclizine,449,152,3.23
Midazolam,351,277,1.44
Ceftriaxone,356,280,1.5
Ethambutol,437,193,2.71
Pseudoephedrine,238,141,2.01
Piperacillin,212,94,1.95
Pyrazinamide,334,186,2.14
Alprazolam,233,314,0.77
Ketoconazole,304,52,6.1
Formoterol,91,176,0.5
Cyclizine,105,105,0.81
Lisinopril,113,225,0.44
Midazolam,281,332,0.73
Lorazepam,422,319,1.23
Ceftriaxone,254,103,2.91
Linezolid,2,56,0.04
Naloxone,205,83,2.11
Montelukast,401,311,1.22
Lumefantrine,438,156,3.05
Escitalopram,462,168,2.49
Clotrimazole,438,236,2.21
Beclomethasone,431,345,1.12
Cyclizine,57,186,0.26
Acyclovir,272,96,3.24
Levofloxacin,231,199,1.18
Metformin,253,82,3.28
Dopamine,358,79,4.29
Gabapentin,62,224,0.28
Omeprazole,320,129,2.55
Diclofenac,159,221,0.58
Ibuprofen,429,62,7.14
Isoniazid,218,108,1.68
Calcium Carbonate,312,217,1.23
Hydrochlorothiazide,328,249,1.12
Olanzapine,498,153,3.74
Nitrofurantoin,362,134,2.92
Azithromycin,270,129,1.81
Insulin,431,233,2.22
Quetiapine,70,88,0.79
Spironolactone,172,59,2.42
Lisinopril,364,36,10.5
Midazolam,131,148,0.93
Tinidazole,387,267,1.3
Ondansetron,53,352,0.13
Spironolactone,182,25,8.61
Ofloxacin,247,229,1.0
Carbamazepine,403,348,1.22
Levofloxacin,79,288,0.28
Fluoxetine,238,196,1.23
Meropenem,321,313,1.02
Ranitidine,33,41,0.82
Lumefantrine,21,282,0.09
Salbutamol,468,25,22.44
Clotrimazole,442,245,1.7
Omeprazole,481,251,2.23
Lisinopril,436,163,2.99
Haloperidol,67,344,0.18
Artemether,210,256,0.7
Losartan,351,175,2.24
Gabapentin,325,18,20.33
Lisinopril,220,336,0.78
Artemether,393,159,2.82
Amoxicillin,151,121,1.0
Omeprazole,275,84,2.68
Haloperidol,231,239,0.83
Lorazepam,212,147,1.69
Rifampicin,218,292,0.75
Mebendazole,142,159,0.77
Haloperidol,373,146,2.25
Ceftriaxone,156,199,0.78
Prednisone,359,324,1.07
Simvastatin,50,291,0.2
Ibuprofen,421,329,1.29
Diazepam,193,321,0.67
Spironolactone,43,145,0.29
Ethambutol,376,155,2.27
Insulin,198,138,1.28
Gabapentin,271,64,4.16
Adrenaline,174,272,0.67
Levothyroxine,325,363,0.78
Doxycycline,241,275,0.77
Adrenaline,221,132,1.71
Tinidazole,486,102,5.06
Lisinopril,158,347,0.46
Levothyroxine,56,37,1.63
Amlodipine,478,256,2.0
Dopamine,80,123,0.75
Metformin,289,97,2.86
Loratadine,20,180,0.11
Tamsulosin,70,304,0.21
Levofloxacin,190,289,0.54
Dexamethasone,245,306,0.91
Tinidazole,202,305,0.75
Ciprofloxacin,160,326,0.55
Isoniazid,128,131,0.93
Lorazepam,367,202,1.54
Tazobactam,117,319,0.41
Fentanyl,421,122,4.09
Valproate,486,214,1.98
Azithromycin,431,56,8.72
Clotrimazole,345,135,2.27
Pseudoephedrine,207,26,9.49
Levofloxacin,151,141,1.15
Chlorpheniramine,447,247,1.46
Metformin,345,42,7.63
Gabapentin,330,286,0.95
Haloperidol,189,54,3.11
Diclofenac,264,157,1.5
Clopidogrel,346,240,1.54
Naloxone,156,129,1.28
Betamethasone,491,179,2.78
Formoterol,289,308,1.02
Beclomethasone,202,81,2.42
Naloxone,102,33,2.92
Ivermectin,55,262,0.18
Amoxicillin,67,113,0.66
Salbutamol,201,77,2.33
Dopamine,64,293,0.22
Carbamazepine,124,256,0.39
Meropenem,375,64,6.34
Chlorpheniramine,228,195,1.16
Simvastatin,97,147,0.62
Clopidogrel,178,198,1.03
Betamethasone,370,140,2.48
Domperidone,449,139,2.81
Levofloxacin,410,146,2.85
Phenylephrine,53,157,0.29
Ciprofloxacin,353,263,1.23
Zinc Acetate,175,188,1.07
Noradrenaline,444,328,1.35
Amlodipine,111,44,2.74
Hydroxychloroquine,293,213,1.42
Theophylline,11,58,0.15
Chlorpheniramine,3,201,0.01
Acyclovir,76,62,1.08
Isoniazid,81,40,1.78
Meropenem,392,82,4.99
Haloperidol,413,59,7.1
Tamsulosin,331,277,1.19
Quetiapine,175,235,0.85
Chlorpheniramine,429,287,1.57
Pyrazinamide,369,40,8.87
Zinc Acetate,303,53,6.74
Ofloxacin,83,314,0.22
Metronidazole,235,156,1.33
Linezolid,406,23,15.47
Adrenaline,222,132,1.78
Betamethasone,405,56,8.63
Beclomethasone,225,310,0.82
Granisetron,398,17,24.2
Pantoprazole,308,237,1.08
Ketoconazole,453,22,19.75
Amlodipine,64,130,0.58
Spironolactone,280,84,2.96
Escitalopram,27,262,0.11
Alprazolam,162,352,0.5
Lorazepam,197,263,0.66
Risperidone,168,250,0.79
Montelukast,355,278,1.37
Furosemide,89,292,0.3
Warfarin,15,149,0.09
Calcium Carbonate,64,172,0.36
Ivermectin,262,206,1.24
Amlodipine,238,148,1.69
Formoterol,278,23,13.92
Risperidone,168,135,1.01
Diazepam,498,332,1.43
Metformin,210,339,0.68
Valproate,9,174,0.05
Mebendazole,311,361,0.99
Doxycycline,313,104,3.45
Doxycycline,188,347,0.59
Doxycycline,134,312,0.45
Nitrofurantoin,182,240,0.7
Isoniazid,100,109,0.91
Ethambutol,80,119,0.59
Theophylline,24,247,0.11
Paracetamol,182,127,1.55
Pseudoephedrine,437,248,1.5
Betamethasone,467,234,1.77
Omeprazole,344,353,0.91
Calcium Carbonate,445,324,1.43
Cetirizine,481,103,5.42
Norfloxacin,3,342,0.01
Ivermectin,271,343,0.81
Escitalopram,282,60,3.86
Azithromycin,468,243,1.58
Dexamethasone,482,106,4.28
Naproxen,175,52,3.89
Ranitidine,397,138,2.36
Vitamin D,158,235,0.58
Pseudoephedrine,244,237,1.14
Morphine,479,195,2.46
Ibuprofen,391,136,3.05
Pantoprazole,335,36,10.9
Escitalopram,254,320,0.93
Pantoprazole,387,120,3.23
Amoxicillin,59,346,0.18
Vitamin D,153,253,0.59
Valproate,281,42,8.02
Metronidazole,77,253,0.26
Phenylephrine,29,125,0.19
Olanzapine,154,246,0.57
Diazepam,78,228,0.37
Ondansetron,174,304,0.63
Furosemide,181,230,0.73
Dopamine,411,199,1.87
Dexamethasone,292,165,1.88
Prednisone,184,95,1.71
Cetirizine,316,355,0.9
Carbamazepine,365,55,5.79
Clopidogrel,475,168,2.93
Codeine,266,97,2.79
Rifampicin,468,305,1.65
Omeprazole,455,11,48.86
Fluoxetine,348,150,2.28
Ceftriaxone,133,18,6.62
Amoxicillin,67,305,0.22
Dexamethasone,93,124,0.64
Simvastatin,300,43,6.6
Furosemide,314,174,1.47
Acyclovir,493,245,1.93
Furosemide,310,307,0.94
Haloperidol,79,228,0.29
Paracetamol,454,256,1.82
Gabapentin,389,332,1.35
Phenylephrine,307,84,3.13
Artemether,311,300,0.86
Lorazepam,250,97,2.97
Naproxen,139,48,3.07
Losartan,64,317,0.19
Alprazolam,129,52,2.91
Metronidazole,183,164,0.97
Norfloxacin,132,74,1.68
Lorazepam,286,159,1.82
Piperacillin,392,139,3.17
Tamsulosin,478,318,1.68
Midazolam,313,11,31.68
Carbamazepine,299,245,1.17
Codeine,383,38,10.77
Levofloxacin,68,289,0.27
Salmeterol,358,282,1.44
Lumefantrine,498,74,7.36
Cetirizine,247,68,3.24
Ofloxacin,417,324,1.15
Haloperidol,96,212,0.38
Quetiapine,137,13,9.51
Fentanyl,185,331,0.54
Mebendazole,491,122,3.6
Amoxicillin,183,288,0.6
Norfloxacin,377,358,1.15
Fluoxetine,183,260,0.76
Naproxen,32,94,0.39
Hydrochlorothiazide,50,347,0.16
Granisetron,446,18,29.26
Granisetron,156,188,0.74
Insulin,306,221,1.4
Budesonide,44,281,0.18
Calcium Carbonate,430,143,3.43
Furosemide,169,257,0.7
Prednisone,118,56,2.39
Norfloxacin,368,129,3.25
Levofloxacin,241,198,1.0
Rifampicin,339,228,1.27
Paracetamol,168,72,2.23
Naproxen,293,162,1.71
Tramadol,25,288,0.07
Risperidone,389,220,1.73
Hydroxychloroquine,421,283,1.64
Tazobactam,488,124,3.57
Betamethasone,375,22,19.37
Isoniazid,361,157,2.5
Ceftriaxone,318,357,0.82
Dexamethasone,45,78,0.48
Oseltamivir,178,270,0.62
Tamsulosin,473,284,1.91
Tamsulosin,246,140,1.52
Theophylline,346,287,1.19
Meropenem,484,292,1.49
Prednisone,358,196,1.76
Cetirizine,17,362,0.05
Diclofenac,329,47,5.7
Midazolam,198,292,0.64
Acyclovir,207,195,0.89
Piperacillin,427,255,1.39
Amlodipine,289,258,1.32
Phenylephrine,71,135,0.62
Beclomethasone,189,315,0.59
Phenytoin,105,67,1.48
Gabapentin,350,13,26.53
Furosemide,384,291,1.25
Domperidone,497,112,3.69
Piperacillin,457,263,1.57
Levofloxacin,141,28,4.61
Pantoprazole,288,65,5.03
Domperidone,357,187,2.22
Carbamazepine,336,90,3.56
Losartan,127,96,1.49
Rifampicin,44,284,0.13
Cefixime,362,200,1.47
Linezolid,494,186,3.13
Tazobactam,106,89,1.34
Vitamin D,367,295,1.04
Ondansetron,25,332,0.07
Pantoprazole,184,158,1.17
Cefixime,208,241,0.88
Diazepam,446,64,6.92
Clozapine,206,261,0.88
Atorvastatin,368,242,1.57
Clozapine,83,107,0.78
Pantoprazole,1,32,0.03
Ibuprofen,341,51,7.2
Lumefantrine,221,32,6.58
Loratadine,3,297,0.01
Cetirizine,381,196,1.88
Morphine,113,74,1.68
Hydrochlorothiazide,48,218,0.18
Lumefantrine,467,196,2.57
Isoniazid,233,132,2.11
Metformin,12,206,0.07
Simvastatin,403,286,1.46
Beclomethasone,97,36,2.7
Naloxone,146,353,0.44
Atorvastatin,409,40,8.61
Nitrofurantoin,293,273,1.11
Ondansetron,152,106,1.45
Noradrenaline,13,133,0.11
Salmeterol,262,129,2.22
Ciprofloxacin,20,244,0.09
Isoniazid,465,303,1.33
Isoniazid,319,293,0.89
Calcium Carbonate,91,132,0.76
Midazolam,396,189,1.88
Metronidazole,478,79,5.91
Ofloxacin,24,223,0.13
Ceftriaxone,420,46,10.02
Zinc Acetate,426,235,1.57
Piperacillin,328,86,3.19
Domperidone,404,81,5.61
Meropenem,289,192,1.21
Tamsulosin,104,79,1.38
Clotrimazole,34,136,0.22
Furosemide,485,114,3.76
Alprazolam,378,72,5.12
Erythromycin,282,74,3.61
Naproxen,313,56,5.06
Haloperidol,283,163,2.03
Calcium Carbonate,402,336,1.18
Haloperidol,175,112,1.5
Ethambutol,487,40,11.24
Simvastatin,153,123,1.09
Pantoprazole,19,16,1.08
Midazolam,162,112,1.59
Ethambutol,69,182,0.32
Pantoprazole,342,255,1.41
Tinidazole,5,174,0.03
Pyrazinamide,141,39,3.72
Pseudoephedrine,151,21,6.49
Vitamin D,131,260,0.51
Ondansetron,221,313,0.67
Lorazepam,84,277,0.27
Fentanyl,388,21,16.21
Artemether,443,42,11.78
Levofloxacin,468,27,18.3
Oseltamivir,99,60,1.54
Escitalopram,98,239,0.42
Prednisone,263,224,0.96
Naloxone,28,135,0.24
Linezolid,202,175,1.37
Piperacillin,341,54,5.63
Alprazolam,284,138,2.24
